modismo,modelo,precision,recall,f1_score,definicion_real,definicion_generada
achantado,Cohere_Command_R_08_2024,0.4500575363636017,0.4487999975681305,0.44942787289619446,"Referdio a una persona, triste, desencantado.",Sentirse acobardado o intimidado ante una situación.
achantar,Cohere_Command_R_08_2024,0.5344676375389099,0.5937446355819702,0.5625489354133606,Desalentar o hacer perder el ánimo.,Acobardarse o perder la valentía ante una situación.
achante,Cohere_Command_R_08_2024,0.40365785360336304,0.5212303996086121,0.45497116446495056,"Depresión, abatimiento.",Actitud de modestia ante logros personales.
achapado,Cohere_Command_R_08_2024,0.43417805433273315,0.4657113552093506,0.4493922293186188,"Referido a una persona, avara, tacaña.",Persona que actúa o se comporta sin personalidad propia.
achicar,Cohere_Command_R_08_2024,0.5118582248687744,0.44661927223205566,0.4770185053348541,Extraer el agua que se mete en las embarcaciones al navegar.,"Hacer o reducir algo más pequeño, encoger."
achicharrar,Cohere_Command_R_08_2024,0.6388123035430908,0.735291600227356,0.6836649179458618,Tostar demasiado o quemar algo.,"Cocinar o quemar algo, especialmente alimentos, en exceso."
achicopalado,Cohere_Command_R_08_2024,0.5090876221656799,0.5156564116477966,0.5123509764671326,"Referido a una persona, triste, desencantado.","Sensación de desánimo o desconsuelo, estado de ánimo decaído."
achicopalar,Cohere_Command_R_08_2024,0.401829332113266,0.45403796434402466,0.4263412654399872,Desalentar o hacer perder el ánimo.,Hacer que alguien se sienta abatido o desanimado.
achilado,Cohere_Command_R_08_2024,0.4754326343536377,0.43389976024627686,0.4537177085876465,"Referido al cabello o a las plantas, deteriorados o sin la vitalidad que deberían mostrar.",Yerno o hijo político de una persona.
achilar,Cohere_Command_R_08_2024,0.40572917461395264,0.39454546570777893,0.40005916357040405,"Perder algo la apariencia de vitalidad que debería tener, especialmente el pelo y las plantas.",Despojar o quitar algo con agilidad y destreza.
achiote,Cohere_Command_R_08_2024,0.4081561863422394,0.36627715826034546,0.38608428835868835,"Arbusto de hasta 5 m de altura, de hojas alternas, flores rosadas o rojas y fruto de color castaño cuyas semillas se usan como colorante o condimento.",Término para referirse a la semilla del achiote.
achiquitar,Cohere_Command_R_08_2024,0.4441484212875366,0.44093310832977295,0.4425349235534668,Hacer que algo sea más pequeño de lo normal.,"Reducir, menguar o minimizar en tamaño o importancia."
achira,Cohere_Command_R_08_2024,0.7097790837287903,0.6083329319953918,0.6551522016525269,"Planta herbácea, de hasta 3 m de altura, con hojas grandes, flores amarillas, naranjas o rojas; sus hojas sirven para envolver algunos alimentos y de sus rizomas se extrae almidón comestible.",Planta similar a la patata con rizoma comestible.
achucado,Cohere_Command_R_08_2024,0.48192673921585083,0.4412461221218109,0.46069011092185974,"Referido a una persona, atragantado o que tiene dificultades para respirar ya sea por la comida, por enfermedad o por una aspiración.",Estado de ansiedad o nerviosismo.
achucarse,Cohere_Command_R_08_2024,0.5354985594749451,0.5309086441993713,0.5331937074661255,"Referido a una persona o un animal, ahogarse con algo que le obstaculiza la garganta.",Acercarse o apretujarse para brindar calor o consuelo.
achín,Cohere_Command_R_08_2024,0.33834758400917053,0.31048262119293213,0.32381677627563477,"Planta herbácea, de hojas de color verde oscuro muy grandes, que se utilizan en el forraje y de tallos comestibles ricos en almidón al cocinarla cambia de blanco a morado.",Sentirse cansado o agotado físicamente.
aco,Cohere_Command_R_08_2024,0.3880482614040375,0.3263813257217407,0.35455334186553955,"Mezcla de maíz, linaza o cebada tostada y molida con panela o azúcar.","Cierto, verdaderamente; término para confirmar una afirmación."
acobalar,Cohere_Command_R_08_2024,0.43233636021614075,0.37620991468429565,0.4023250937461853,Devolver la simetría a algo que estaba torcido.,Hacer que alguien se sienta temeroso o intimidado.
acolitar,Cohere_Command_R_08_2024,0.7144588232040405,0.74113929271698,0.7275545001029968,Apoyar a una persona en algún proyecto o idea.,Acompañar y apoyar a alguien en una misión o causa.
acomedirse,Cohere_Command_R_08_2024,0.5900953412055969,0.5699504613876343,0.5798479318618774,Ofrecerse o ponerse al servicio de otro para hacer algo.,Mostrar disposición para acometer un asunto o tarea.
acondicionar,Cohere_Command_R_08_2024,0.5222620368003845,0.5353231430053711,0.5287119150161743,"Modificar las características de algo, agregando un implemento que no es original.",Adaptar un lugar o ambiente a una temperatura o condición específica.
acordeonero,Cohere_Command_R_08_2024,0.660346269607544,0.632587730884552,0.6461690068244934,Persona que toca en el acordeón música vallenata o músico que toca el acordeón en el conjunto vallenato.,Músico especializado en tocar el acordeón de forma tradicional.
acose,Cohere_Command_R_08_2024,0.5107080936431885,0.526628315448761,0.5185461044311523,Persecusión o presión causada por la insistencia de alguien.,Dificultar el avance o progreso en una situación o tarea.
acosón,Cohere_Command_R_08_2024,0.4866441488265991,0.4727078378200531,0.4795747697353363,"Referido a una persona, que acostumbra presionar a los demás.",Sentimiento de agobio o preocupación intensa.
acotejar,Cohere_Command_R_08_2024,0.4919227361679077,0.46783652901649475,0.4795773923397064,"Acomodar, disponer en orden una serie de objetos en un espacio o lugar","Acto de defender o apoyar un argumento, activamente."
acuacultura,Cohere_Command_R_08_2024,0.6274383664131165,0.5899319648742676,0.6081074476242065,Técnica empleada para el cultivo de especies vegetales y animales acuáticas.,Cultivo de organismos acuáticos para consumo humano.
acudiente,Cohere_Command_R_08_2024,0.5696994662284851,0.5353108048439026,0.5519700050354004,"Persona mayor de edad, generalmente familiar o amigo, que se hace responsable de un estudiante ante las directivas de una institución escolar.",Persona responsable del cuidado y protección de otra.
acuerpado,Cohere_Command_R_08_2024,0.6185457706451416,0.6226353645324707,0.6205838322639465,"Referido a una persona, grande, robusta.","Describir algo consistente, de buen tamaño o sólido."
aculillarse,Cohere_Command_R_08_2024,0.48503541946411133,0.4621657729148865,0.4733245074748993,Atemorizarse o acobardarse alguien ante una situación.,"Hacerse pequeño y retraerse, guardando las distancias."
acurrucarse,Cohere_Command_R_08_2024,0.46999695897102356,0.5159180164337158,0.4918880760669708,Ponerse en posición de cuclillas.,Acercarse a alguien o algo o recogerse en posición fetal.
acusaletas,Cohere_Command_R_08_2024,0.6183643937110901,0.5785214900970459,0.5977798104286194,"Referido a una persona, que tiene por costumbre acusar a otros.",Palabras utilizadas para señalar culpables o acusar a alguien.
acusetas,Cohere_Command_R_08_2024,0.3886156678199768,0.38937726616859436,0.38899606466293335,"Referido a una persona, que tiene por costumbre acusar a otros.",Detalles o puntos de vista caprichosos y personales.
acápite,Cohere_Command_R_08_2024,0.5622920989990234,0.5513630509376526,0.5567739605903625,"En un escrito legal, fragmento que aclara o especifica algún aspecto de una ley o un decreto.",Párrafo o apartado independiente dentro de un texto
ademanoso,Cohere_Command_R_08_2024,0.4937072992324829,0.47011446952819824,0.4816221296787262,"Referido a una persona, delicada por su excesiva compostura y esmero.",Que expresa o indica algo con gestos o movimientos.
aeróbicos,Cohere_Command_R_08_2024,0.6169633865356445,0.5607251524925232,0.5875014662742615,Ejercicios físicos que se caracterizan por seguir esquemas rítmicos que generan un alto consumo de oxígeno y por tener acompañamiento musical.,Actividad física agradable y excitante; ejercicio dinámico.
afanar,Cohere_Command_R_08_2024,0.48718419671058655,0.48337388038635254,0.4852715730667114,Preocuparse o angustiarse ante una situación.,Hurtar o robar algo por la vía de la sustracción.
afiche,Cohere_Command_R_08_2024,0.7618709802627563,0.7383226752281189,0.7499120235443115,"Cartel impreso con información, publicidad o contenidos decorativos.",Cartel con información visual o publicitaria.
afiebrado,Cohere_Command_R_08_2024,0.5043300986289978,0.4834895431995392,0.49368995428085327,"Referido a una persona, que actúa con excesiva ansia por gusto o interés en la realización de algo.",Persona con fiebre o que presenta síntomas febriles.
afiebrarse,Cohere_Command_R_08_2024,0.558600664138794,0.6628233194351196,0.6062653660774231,Tener fiebre.,Adquirir fiebre o una alta temperatura corporal.
afilado,Cohere_Command_R_08_2024,0.4853764772415161,0.5440912842750549,0.5130594968795776,"Referido a una persona, bien preparada para una prueba o examen.",Acción de pulir o pulimentar una superficie.
afilarse,Cohere_Command_R_08_2024,0.548061728477478,0.5811066031455994,0.5641006827354431,Prepararse para realizar adecuadamente una tarea.,Acutizar o reforzar las habilidades para un objetivo.
afirmativo,Cohere_Command_R_08_2024,0.5167010426521301,0.45187515020370483,0.48211872577667236,"Entre militares, policías y operadores de radio, sí, aceptado o confirmado.",Contestación positiva o de acuerdo.
aflojachocho,Cohere_Command_R_08_2024,0.4225236177444458,0.44180816411972046,0.43195074796676636,Bebida alcohólica que desinhibe el deseo sexual.,"Tanto como jajaja que?Amplio, holgado o amplio de forma extravagante."
aforar,Cohere_Command_R_08_2024,0.40788644552230835,0.3856843113899231,0.39647480845451355,"Referido al equipaje o a un producto, calcular su cantidad y su valor.",Exceder la capacidad o límites establecidos.
afrechero,Cohere_Command_R_08_2024,0.30030855536460876,0.267607182264328,0.2830163836479187,"Ave de hasta 16 cm de longitud, de coloración blanquecina o gris en el pecho y el vientre, y rayas negras y castañas en el dorso.",Persona que es mal hablada o grosera.
afrijolar,Cohere_Command_R_08_2024,0.43041133880615234,0.5106343030929565,0.46710339188575745,Propinar un golpe.,Reflejar o mostrar una situación de penuria económica.
afro,Cohere_Command_R_08_2024,0.6566044688224792,0.6209357380867004,0.6382721662521362,"Referido a una persona, que pertenece o que es propio de los afrocolombianos.",Perteneciente o relacionado con el pueblo afrodescendiente.
afugias,Cohere_Command_R_08_2024,0.4660983085632324,0.5548628568649292,0.5066218972206116,"Apuros, problemas, especialmente económicos.","Estado de apuro o necesidad extrema, precipitándose por falta de tiempo."
agache,Cohere_Command_R_08_2024,0.4796048402786255,0.481886088848114,0.48074275255203247,Evadir con astucia un problema o un asunto pendiente.,Actitud de sumisión o de no respuesta.
agalla,Cohere_Command_R_08_2024,0.5213333964347839,0.5199467539787292,0.5206391215324402,Despertársele el afán de poseer más de algo o de adquirir riquezas.,"Valentía, temeridad o audacia en una acción."
agalludo,Cohere_Command_R_08_2024,0.540966272354126,0.5084540843963623,0.5242065191268921,"Referido a una persona, ambiciosa, que siempre busca obtener más de lo que sería justo.","Persona tacaña, que ahorra excesivamente."
agapanto,Cohere_Command_R_08_2024,0.38623255491256714,0.3372153639793396,0.3600634038448334,"Planta ornamental de origen africano, de hasta 1 m de altura, hojas largas que salen de un mismo punto sin tallo visible.",Alguien que guarda un secreto a petición de otro.
agarrar,Cohere_Command_R_08_2024,0.506668210029602,0.5171777606010437,0.5118690729141235,"Obtener o conseguir algo, especialmente de manera veloz, ágil.","Tomar, asir o sujetar algo con las manos."
agarrón,Cohere_Command_R_08_2024,0.6100524067878723,0.6032302379608154,0.6066221594810486,"Altercado, riña muy fuerte o pelea a golpes.",Enfrentamiento físico o disputa violenta entre varias personas.
agonía,Cohere_Command_R_08_2024,0.41894692182540894,0.5210590958595276,0.46445682644844055,Hambre.,Estado de intenso sufrimiento físico o emocional.
agregado,Cohere_Command_R_08_2024,0.4621337950229645,0.46479856967926025,0.46346235275268555,Persona encargada de administrar y vigilar una propiedad rural.,Acción de unir o agregar algo a otro elemento.
agria,Cohere_Command_R_08_2024,0.40300989151000977,0.5093332529067993,0.4499761760234833,Cerveza.,Alta concentración de sourness.
agrieras,Cohere_Command_R_08_2024,0.3306702971458435,0.3505692183971405,0.3403291702270508,Acidez estomacal.,Expresar disgusto o falta de conformidad con algo.
agringarse,Cohere_Command_R_08_2024,0.7102794647216797,0.7049612998962402,0.7076104283332825,Adoptar los hábitos o el aspecto propios de un gringo.,Adquirir rasgos o conductas típicos de un extranjero o gringo.
agrio,Cohere_Command_R_08_2024,0.5952972769737244,0.5633334517478943,0.5788744688034058,"Referido a una persona, de mal carácter.",Expresión que describe algo amargo o desagradable.
agripado,Cohere_Command_R_08_2024,0.44386348128318787,0.4499867558479309,0.44690415263175964,"Referido a una persona, enferma de gripa.",Estado de salud débil o resentido.
agriparse,Cohere_Command_R_08_2024,0.5857582092285156,0.5455532073974609,0.5649412870407104,Contagiarse y padecer de la gripa.,Enojarse o molestarse exageradamente.
agropecuario,Cohere_Command_R_08_2024,0.4919499158859253,0.4377416670322418,0.46326541900634766,"Referido a una persona, que tiene gustos grotescos, ordinaria.",Referente a la agricultura y la ganadería.
agua,Cohere_Command_R_08_2024,0.5207598805427551,0.4400486350059509,0.4770142436027527,Época del año con grandes lluvias y aumento del caudal de los ríos y lagunas hasta el máximo nivel de las zonas inundables.,"Medio necesario para la vida, símbolo de renovación."
