modismo,ejemplo_original,modelo,sinonimo,ejemplo_con_sinonimo,align_score
aburria,Esta pava se encuentra en estado de Casi Amenazada y es la única pava negra relativamente grande que habite en zonas montañosas.,Cohere_Command_R_08_2024,sensación de aburrimiento,Esta pava se encuentra en estado de Casi Amenazada y es la única pava negra relativamente grande que habite en zonas montañosas.,0.9977657794952393
aburrición,¡Qué aburrición! Siempre los mismos con lo mismo en lo mismo.,Cohere_Command_R_08_2024,aburrimiento,¡Qué aburrimiento! Siempre los mismos con lo mismo en lo mismo.,0.9509563446044922
acabado,"Si bien se ve acabado físicamente, su voz está intacta. Su intervención duró casi siete horas.",Cohere_Command_R_08_2024,agotado,"Si bien se ve agotado físicamente, su voz está intacta. Su intervención duró casi siete horas.",0.791675329208374
acabarropa,"Tronco acabarropa, no hizo nada y está pidiendo más plata.",Cohere_Command_R_08_2024,de manera descuidada,"Tronco de manera descuidada, no hizo nada y está pidiendo más plata.",0.24715135991573334
acabose,El restaurante dejaba mucho que desear pero el acabose fue cuando los meseros exigieron unas propinas exageradas.,Cohere_Command_R_08_2024,el final,El restaurante dejaba mucho que desear pero el el final fue cuando los meseros exigieron unas propinas exageradas.,0.39240968227386475
acartonado,El cantante vallenato no hacía gala de sus acostumbradas actuaciones y se le notaba serio y acartonado.,Cohere_Command_R_08_2024,rígido,El cantante vallenato no hacía gala de sus acostumbradas actuaciones y se le notaba serio y rígido.,0.06466077268123627
acatar,Sólo cuando descargamos el mercado acatamos que se nos habían quedado los plátanos en la casa del compadre.,Cohere_Command_R_08_2024,obedecer,Sólo cuando descargamos el mercado obedecer que se nos habían quedado los plátanos en la casa del compadre.,0.2015146166086197
accesar,Para accesar al sistema debes introducir tu contraseña.,Cohere_Command_R_08_2024,entrar,Para entrar al sistema debes introducir tu contraseña.,0.5792508721351624
aceite,Los camioneros le midieron el aceite al nuevo ministro amenazándolo con un paro de transportadores que nunca pensaron llevar a cabo.,Cohere_Command_R_08_2024,provocación,Los camioneros le midieron el provocación al nuevo ministro amenazándolo con un paro de transportadores que nunca pensaron llevar a cabo.,0.5919416546821594
acelerado,"Sus amigos dicen que Angelita es muy acelerada, pero que siempre tiene iniciativa y es muy decidida.",Cohere_Command_R_08_2024,impulsiva,"Sus amigos dicen que Angelita es muy impulsiva, pero que siempre tiene iniciativa y es muy decidida.",0.327355295419693
acelere,El acelere de la Administración Municipal conlleva a graves errores en los cálculos de la tributación.,Cohere_Command_R_08_2024,prisa,El prisa de la Administración Municipal conlleva a graves errores en los cálculos de la tributación.,0.6053520441055298
acema,"Que uno vaya a una casa a realizar un pesebre y le tengan su chocolate, su pedazo de queso, su pedazo de acema, se ve muy tradicional.",Cohere_Command_R_08_2024,bizcochuelo,"Que uno vaya a una casa a realizar un pesebre y le tengan su chocolate, su pedazo de queso, su pedazo de bizcochuelo, se ve muy tradicional.",0.0037897692527621984
achacado,"Volvió más achacado, entonces lo trajeron a la clínica. Pero él es fuerte y se está reponiendo.",Cohere_Command_R_08_2024,enfermo,"Volvió más enfermo, entonces lo trajeron a la clínica. Pero él es fuerte y se está reponiendo.",0.7752424478530884
achajuanado,Los dos viajeros llegaron a la posada hambrientos y achajuanados.,Cohere_Command_R_08_2024,cansado,Los dos viajeros llegaron a la posada hambrientos y cansados.,0.05925852060317993
achantado,"Así que empecé a devolverme y un poco achantado miraba atrás constantemente, en un intento por mantener la esperanza de llegar a verla.",Cohere_Command_R_08_2024,temeroso,"Así que empecé a devolverme y un poco temeroso miraba atrás constantemente, en un intento por mantener la esperanza de llegar a verla.",0.9389594197273254
achantar,"No se dejó achantar, decidió irse por el lado de la percusión rítmica y ahí, por fin, llegó el swing esperado.",Cohere_Command_R_08_2024,amedrentar,"No se dejó amedrentar, decidió irse por el lado de la percusión rítmica y ahí, por fin, llegó el swing esperado.",0.8793177008628845
achante,Andaba en un achante porque nadie lo había felicitado de cumpleaños en el colegio.,Cohere_Command_R_08_2024,aburrido,Andaba en un aburrido porque nadie lo había felicitado de cumpleaños en el colegio.,0.9440346360206604
achapado,"Es muy achapado, dijo que quería ir al baño cuando ya íbamos a pagar.",Cohere_Command_R_08_2024,maleducado,"Es muy maleducado, dijo que quería ir al baño cuando ya íbamos a pagar.",0.1779111921787262
achicar,"Mijo, ayúdeme a achicar la champa para que no se nos hunda.",Cohere_Command_R_08_2024,reducir,"Mijo, ayúdeme a reducir la champa para que no se nos hunda.",0.758926510810852
achicharrar,"Los campos se secaron y se achicharraron por la falta de lluvia, y las cosechas se marchitaban de sed.",Cohere_Command_R_08_2024,quemar,"Los campos se secaron y se quemaron por la falta de lluvia, y las cosechas se marchitaban de sed.",0.8347505927085876
achicopalado,"Carajo, me hace falta Estelita hoy para subirme el ánimo, porque estoy achicopalada.",Cohere_Command_R_08_2024,deprimida,"Carajo, me hace falta Estelita hoy para subirme el ánimo, porque estoy deprimida.",0.1144571378827095
achicopalar,"Hay que sacarle también jugo a la experiencia, y eso depende de nosotras mismas, de no dejarnos achicopalar.",Cohere_Command_R_08_2024,amedrentar,"Hay que sacarle también jugo a la experiencia, y eso depende de nosotras mismas, de no dejarnos amedrentar.",0.7981595993041992
achilado,"Fue una música que los padres detestaron porque venía de personajes con el pelo lacio, largo y caótico, de barbas achiladas y guitarras destrozadas.",Cohere_Command_R_08_2024,encrespado,"Fue una música que los padres detestaron porque venía de personajes con el pelo lacio, largo y caótico, de barbas encrespado y guitarras destrozadas.",0.7636834383010864
achilar,Se le achila el pelo a pesar de gastar fortunas en cuidados y tratamientos.,Cohere_Command_R_08_2024,caer,Se le caer el pelo a pesar de gastar fortunas en cuidados y tratamientos.,0.8003969192504883
achiote,El achiote crece y se desarrolla en muy buenas condiciones desde el nivel del mar hasta los 1.200 metros de altura.,Cohere_Command_R_08_2024,planta,El planta crece y se desarrolla en muy buenas condiciones desde el nivel del mar hasta los 1.200 metros de altura.,0.6853637099266052
achiquitar,"No metas tu ropa de lana en la secadora, ya que se puede rasgar y achiquitar.",Cohere_Command_R_08_2024,encoger,"No metas tu ropa de lana en la secadora, ya que se puede rasgar y encoger.",0.6045094728469849
achira,"Por su buen tamaño, su color verde intenso y un sabor muy agradable, en algunas regiones de Colombia los tamales se envuelven en hojas de achira y no de plátano.",Cohere_Command_R_08_2024,plátano,"Por su buen tamaño, su color verde intenso y un sabor muy agradable, en algunas regiones de Colombia los tamales se envuelven en hojas de plátano y no de plátano.",0.3206474781036377
achucado,Está como achucado por esa tos.,Cohere_Command_R_08_2024,afectado,Está como afectado por esa tos.,0.9890888333320618
achucarse,Me achuqué ayer por comer rápido y casi muero.,Cohere_Command_R_08_2024,indispuesto,Me indispuesto ayer por comer rápido y casi muero.,0.9450605511665344
achín,"También está la papa china o achín, un tubérculo parecido a la yuca, de gran tamaño y de sabor delicado, con la que se pueden preparar sudados y purés para acompañar pollo o mariscos.",Cohere_Command_R_08_2024,papa china,"También está la papa china o papa china, un tubérculo parecido a la yuca, de gran tamaño y de sabor delicado, con la que se pueden preparar sudados y purés para acompañar pollo o mariscos.",0.9886355400085449
aco,"Para preparar el aco, tostaba la linaza en callana y después se la molía; se cernía en cedazo muy fino y esta harina se la preparaba con panela rallada.",Cohere_Command_R_08_2024,bebida,"Para preparar el bebida, tostaba la linaza en callana y después se la molía; se cernía en cedazo muy fino y esta harina se la preparaba con panela rallada.",0.08580675721168518
acobalar,"El taller ofrece chalecos, cascos, forros, mecánica en general, servicio electrónico, y técnicos en radiar y acobalar toda clase de rines.",Cohere_Command_R_08_2024,reparar,"El taller ofrece chalecos, cascos, forros, mecánica en general, servicio electrónico, y técnicos en radiar y reparar toda clase de rines.",0.32794371247291565
acolitar,"Antes de enviudar, su esposo le acolitó su voluntariado, como también le auspició sus clases de cocina.",Cohere_Command_R_08_2024,apoyar,"Antes de enviudar, su esposo le apoyar su voluntariado, como también le auspició sus clases de cocina.",0.9304229021072388
acomedirse,"Como vieron que no podía solo, varios de sus compañeros rápidamente se acomidieron y con la fuerza de siete hombres, la pesada puerta se abrió lentamente.",Cohere_Command_R_08_2024,ofrecerse,"Como vieron que no podía solo, varios de sus compañeros rápidamente se ofrecerse y con la fuerza de siete hombres, la pesada puerta se abrió lentamente.",0.970151960849762
acondicionar,"Pensando en la calidad de vida de los discapacitados, la empresa ofrece acondicionar los vehículos y así mejorar su movilidad.",Cohere_Command_R_08_2024,adaptar,"Pensando en la calidad de vida de los discapacitados, la empresa ofrece adaptar los vehículos y así mejorar su movilidad.",0.8945364952087402
acordeonero,Estos conjuntos clásicos se caracterizaban porque el acordeonero era el mismo cantante y se hacía acompañar de una caja y una guacharaca.,Cohere_Command_R_08_2024,intérprete de acordeón,Estos conjuntos clásicos se caracterizaban porque el intérprete de acordeón era el mismo cantante y se hacía acompañar de una caja y una guacharaca.,0.5177562832832336
acose,Pero qué acose el tuyo. Al menos espera a que lleguemos a la casa.,Cohere_Command_R_08_2024,descuido,Pero qué descuido el tuyo. Al menos espera a que lleguemos a la casa.,0.6719124913215637
acosón,"Soy muy exigente, muy acosón y me exijo a mí mismo. Discutir conmigo no es fácil, pero cedo ante las razones de la inteligencia.",Cohere_Command_R_08_2024,exigente,"Soy muy exigente, muy exigente y me exijo a mí mismo. Discutir conmigo no es fácil, pero cedo ante las razones de la inteligencia.",0.8355320692062378
acotejar,Se están acotejando las pruebas para demostrar que financieramente esta empresa no puede asumir el contrato.,Cohere_Command_R_08_2024,reunir,Se están reunir las pruebas para demostrar que financieramente esta empresa no puede asumir el contrato.,0.661026656627655
acudiente,El rector informó que el desconocido ingresó como cualquier acudiente que llega a la institución a traer a un estudiante que viene tarde.,Cohere_Command_R_08_2024,acompañante,El rector informó que el desconocido ingresó como cualquier acompañante que llega a la institución a traer a un estudiante que viene tarde.,0.8974769115447998
acuerpado,"A la entrada un guardaespaldas de estatura media, acuerpado y de traje negro intenta impedir el ingreso de más personas.",Cohere_Command_R_08_2024,físicamente fuerte,"A la entrada un guardaespaldas de estatura media, físicamente fuerte y de traje negro intenta impedir el ingreso de más personas.",0.2691090703010559
aculillarse,"Tembló la madre tierra y hasta los más incrédulos, los que no van a misa, se aculillaron, se echaron la bendición y gritaron.",Cohere_Command_R_08_2024,arrodillarse,"Tembló la madre tierra y hasta los más incrédulos, los que no van a misa, se arrodillarse, se echaron la bendición y gritaron.",0.9893335700035095
acurrucarse,"En el momento en que la tierra se empezó a sacudir bruscamente, mi amigo tiró su bicicleta y se acurrucó al lado del barranco.",Cohere_Command_R_08_2024,abriéndose,"En el momento en que la tierra se empezó a sacudir bruscamente, mi amigo tiró su bicicleta y se abriéndose al lado del barranco.",0.9914299845695496
acusaletas,"El niño Jorge Mario se ha ganado la enemistad de sus compañeros, que lo tildan de acusaletas.",Cohere_Command_R_08_2024,chivato,"El niño Jorge Mario se ha ganado la enemistad de sus compañeros, que lo tildan de chivato.",0.006840338930487633
acusetas,"Pone en tela de juicio a todo el que se le atraviese, sin que hasta ahora en sus múltiples incursiones de rufián desafiante y acusetas, haya podido probar nada de lo que afirma.",Cohere_Command_R_08_2024,sospechoso,"Pone en tela de juicio a todo el que se le atraviese, sin que hasta ahora en sus múltiples incursiones de rufián desafiante y sospechoso, haya podido probar nada de lo que afirma.",0.01616629771888256
acápite,"En los acápites que se leen a continuación, se especifica cuando un hecho doloso puede considerarse como agravado.",Cohere_Command_R_08_2024,apartado,"En los apartados que se leen a continuación, se especifica cuando un hecho doloso puede considerarse como agravado.",0.7390819191932678
aeróbicos,La profesora de aeróbicos supervisa que los ejercicios se realicen de forma apropiada.,Cohere_Command_R_08_2024,entrenamiento físico,La profesora de entrenamiento físico supervisa que los ejercicios se realicen de forma apropiada.,0.05035065487027168
afanar,"- Te veo muy seguro. - Lo he pensado con calma, sin afanarme.",Cohere_Command_R_08_2024,apresurarse,"- Te veo muy seguro. - Lo he pensado con calma, sin apresurarseme.",0.7246991395950317
afiche,¿Le prende veladora al afiche de la selección que tiene autografiado en el cuarto?,Cohere_Command_R_08_2024,cartel,¿Le prende veladora al cartel de la selección que tiene autografiado en el cuarto?,0.2936193645000458
afiebrado,El New York Times destaca que colombianos son los más 'afiebrados' por su selección de fútbol.,Cohere_Command_R_08_2024,entusiasmados,El New York Times destaca que colombianos son los más 'entusiasmadoss' por su selección de fútbol.,0.0375233069062233
afiebrarse,Con la llegada de los primeros dientes lo más probable es que el niño se afiebre y tenga otras molestias.,Cohere_Command_R_08_2024,tener fiebre,Con la llegada de los primeros dientes lo más probable es que el niño se tener fiebre y tenga otras molestias.,0.9891090393066406
afilado,Estudiamos en grupos y llegamos a presentar bien afiladas el examen final que tanto nos preocupaba.,Cohere_Command_R_08_2024,bien preparados,Estudiamos en grupos y llegamos a presentar bien bien preparados el examen final que tanto nos preocupaba.,0.4117286205291748
afilarse,Tenía planeado trasnochar y afilarse para el examen de admisión.,Cohere_Command_R_08_2024,prepararse,Tenía planeado trasnochar y prepararse para el examen de admisión.,0.9727585911750793
afirmativo,"Afirmativo, mi General: en cosa de minutos le traigo al plomero.",Cohere_Command_R_08_2024,dando la orden,"dando la orden, mi General: en cosa de minutos le traigo al plomero.",0.19014309346675873
aflojachocho,"Todos esos tragos eran bien recibidos por nosotros, sin embargo, yo le hacía fuerza para que mi amiga tomara el popular 'aflojachocho'.",Cohere_Command_R_08_2024,relax,"Todos esos tragos eran bien recibidos por nosotros, sin embargo, yo le hacía fuerza para que mi amiga tomara el popular 'relax'.",0.0046876296401023865
aforar,Si usted considera que su equipaje vale más entonces deberá aforar su equipaje en donde se asegurará y se declarará su valor.,Cohere_Command_R_08_2024,cotizar,Si usted considera que su equipaje vale más entonces deberá cotizar su equipaje en donde se asegurará y se declarará su valor.,0.33454009890556335
afrijolar,En medio del relajo le afrijolaron dos pepazos en la cabeza y por eso expulsaron al culpable.,Cohere_Command_R_08_2024,golpear,En medio del relajo le golpearon dos pepazos en la cabeza y por eso expulsaron al culpable.,0.844487726688385
afro,Dentro de un mes se realizará en Medellín la primera muestra de cine y video afro e indígena.,Cohere_Command_R_08_2024,africano,Dentro de un mes se realizará en Medellín la primera muestra de cine y video africano e indígena.,0.2268621176481247
afugias,El proyecto de reelección pasará sin mayores afugias su primera prueba esta semana en el Congreso.,Cohere_Command_R_08_2024,dificultades,El proyecto de reelección pasará sin mayores dificultades su primera prueba esta semana en el Congreso.,0.47539040446281433
agache,Lo preocupante fue que en la noticia publicada pasaron de agache que la pobreza extrema prácticamente se mantuvo inalterada.,Cohere_Command_R_08_2024,descuidado,Lo preocupante fue que en la noticia publicada pasaron de descuidado que la pobreza extrema prácticamente se mantuvo inalterada.,0.051591478288173676
agalla,"Creo que se precipitó o se le abrió la agalla, se hubiera esperado un año más y hubiera ganado más dinero.",Cohere_Command_R_08_2024,atención,"Creo que se precipitó o se le abrió la atención, se hubiera esperado un año más y hubiera ganado más dinero.",0.6158679723739624
agalludo,"Ya continuaremos esta crónica de cómo una nación, pequeña pero resuelta, agalluda como ninguna otra, acaba engulléndose a otra.",Cohere_Command_R_08_2024,valiente,"Ya continuaremos esta crónica de cómo una nación, pequeña pero resuelta, valiente como ninguna otra, acaba engulléndose a otra.",0.23128841817378998
agarrar,"Fue Tránsito Ariza la que agarró la ocasión al vuelo y mandó a la viuda para el dormitorio del hijo, con el pretexto de que en el suyo no había lugar.",Cohere_Command_R_08_2024,aprovechar,"Fue Tránsito Ariza la que aprovechar la ocasión al vuelo y mandó a la viuda para el dormitorio del hijo, con el pretexto de que en el suyo no había lugar.",0.9256797432899475
agarrón,El agarrón se filtró a los medios y al otro día era la comidilla de las crónicas políticas.,Cohere_Command_R_08_2024,escándalo,El escándalo se filtró a los medios y al otro día era la comidilla de las crónicas políticas.,0.008155008777976036
agonía,Tengo una agonía en el estómago que con gusto me comería tu plato también.,Cohere_Command_R_08_2024,dolor intestinal,Tengo una dolor intestinal en el estómago que con gusto me comería tu plato también.,0.5659382939338684
agrieras,"Últimamente he tenido 'agrieras', que aparecen después de que he comido. Y para eso tomo antiácidos.",Cohere_Command_R_08_2024,acidez estomacal,"Últimamente he tenido 'acidez estomacal', que aparecen después de que he comido. Y para eso tomo antiácidos.",0.4939917027950287
agringarse,"Después de vivir tanto tiempo en Chicago, la verdad poco a poco se le ha ido el acento barranquillero que tenía, ya está empezando a agringarse.",Cohere_Command_R_08_2024,americanizarse,"Después de vivir tanto tiempo en Chicago, la verdad poco a poco se le ha ido el acento barranquillero que tenía, ya está empezando a americanizarse.",0.017815325409173965
agrio,"Su abuela paterna, una mujer agria y dominante, la cuidó desde sus cuatro años.",Cohere_Command_R_08_2024,amargada,"Su abuela paterna, una mujer amargada y dominante, la cuidó desde sus cuatro años.",0.886623740196228
agripado,Consúltale si tu hijo puede realizar actividades normalmente a pesar de estar agripado.,Cohere_Command_R_08_2024,constipado,Consúltale si tu hijo puede realizar actividades normalmente a pesar de estar constipado.,0.033182963728904724
agropecuario,Siempre que combinaba mal la ropa su tía arribista lo llamaba agropecuario.,Cohere_Command_R_08_2024,rural,Siempre que combinaba mal la ropa su tía arribista lo llamaba rural.,0.04185735806822777
agua,"Se desarrolló una caracterización física y química de los principales ríos, quebradas y humedales en la época de aguas altas y bajas del Río Orinoco.",Cohere_Command_R_08_2024,niveles del líquido,"Se desarrolló una caracterización física y química de los principales ríos, quebradas y humedales en la época de niveles del líquidos altas y bajas del Río Orinoco.",0.04094528779387474
